AN_WILTY_EP17_lie9,deception,male
AN_WILTY_EP22_lie12,deception,male
AN_WILTY_EP22_lie16,deception,male
LS_WILTY_EP9_lie20,deception,male
LS_WILTY_EP4_lie2,deception,male
AN_WILTY_EP20_lie12,deception,male
SB_WILTY_EP42_lie19,deception,male
LS_WILTY_EP3_lie5,deception,male
LS_WILTY_EP2_lie6,deception,male
LS_WILTY_EP5_lie5,deception,male
SB_WILTY_EP40_lie2,deception,male
YW_WILTY_EP46_lie7,deception,male
SB_WILTY_EP36_lie8,deception,male
LS_WILTY_EP1_lie7,deception,male
LS_WILTY_EP12_lie4,deception,male
LS_WILTY_EP12_lie16,deception,male
YW_WILTY_EP50_lie2,deception,male
LS_WILTY_EP3_lie14,deception,male
SB_WILTY_EP36_lie9,deception,male
SB_WILTY_EP30_lie19,deception,male
LS_WILTY_EP5_lie6,deception,male
LS_WILTY_EP11_lie7,deception,male
AN_WILTY_EP24_lie2,deception,male
AN_WILTY_EP21_lie5,deception,male
LS_WILTY_EP4_lie6,deception,male
AN_WILTY_EP21_lie16,deception,male
LS_WILTY_EP9_lie15,deception,male
LS_WILTY_EP3_lie12,deception,male
LS_WILTY_EP7_lie8,deception,male
YW_WILTY_EP55_lie4,deception,male
LS_WILTY_EP14_lie8,deception,male
AN_WILTY_EP17_lie8,deception,male
AN_WILTY_EP17_lie14,deception,male
AN_WILTY_EP17_lie16,deception,male
SB_WILTY_EP40_lie10,deception,male
SB_WILTY_EP31_lie7,deception,male
SB_WILTY_EP35_lie6,deception,male
LS_WILTY_EP13_lie10,deception,male
LS_WILTY_EP14_lie1,deception,male
LS_WILTY_EP11_lie16,deception,male
AN_WILTY_EP15_lie17,deception,male
YW_WILTY_EP46_lie2,deception,male
AN_WILTY_EP19_lie17,deception,male
YW_WILTY_EP48_lie8,deception,male
SB_WILTY_EP30_lie13,deception,male
SB_WILTY_EP33_lie3,deception,male
LS_WILTY_EP1_lie4,deception,male
AN_WILTY_EP16_lie18,deception,male
YW_WILTY_EP52_lie5,deception,male
YW_WILTY_EP53_lie6,deception,male
LS_WILTY_EP6_lie4,deception,male
AN_WILTY_EP28_lie3,deception,male
LS_WILTY_EP3_lie6,deception,male
AN_WILTY_EP19_lie18,deception,male
LS_WILTY_EP11_lie5,deception,male
YW_WILTY_EP56_lie1,deception,male
YW_WILTY_EP51_lie7,deception,male
YW_WILTY_EP56_lie9,deception,male
SB_WILTY_EP34_lie3,deception,male
YW_WILTY_EP49_lie6,deception,male
YW_WILTY_EP47_lie7,deception,male
AN_WILTY_EP22_lie22,deception,male
YW_WILTY_EP46_lie1,deception,male
SB_WILTY_EP34_lie12,deception,male
AN_WILTY_EP20_lie9,deception,male
AN_WILTY_EP20_lie15,deception,male
AN_WILTY_EP17_lie19,deception,male
AN_WILTY_EP19_lie11,deception,male
SB_WILTY_EP40_lie9,deception,male
AN_WILTY_EP16_lie17,deception,male
SB_WILTY_EP29_lie8,deception,male
YW_WILTY_EP47_lie1,deception,male
SB_WILTY_EP41_lie6,deception,male
AN_WILTY_EP27_lie12,deception,male
LS_WILTY_EP7_lie7,deception,male
LS_WILTY_EP9_lie13,deception,male
AN_WILTY_EP20_lie16,deception,male
SB_WILTY_EP42_lie7,deception,male
LS_WILTY_EP4_lie1,deception,male
SB_WILTY_EP40_lie8,deception,male
AN_WILTY_EP28_lie6,deception,male
SB_WILTY_EP29_lie4,deception,male
YW_WILTY_EP51_lie8,deception,male
SB_WILTY_EP30_lie17,deception,male
AN_WILTY_EP17_lie17,deception,male
YW_WILTY_EP56_lie12,deception,male
LS_WILTY_EP3_lie9,deception,male
AN_WILTY_EP22_lie9,deception,male
AN_WILTY_EP26_lie14,deception,male
AN_WILTY_EP19_lie13,deception,male
LS_WILTY_EP9_lie16,deception,male
LS_WILTY_EP9_lie10,deception,male
SB_WILTY_EP31_lie2,deception,male
SB_WILTY_EP29_lie3,deception,male
SB_WILTY_EP41_lie8,deception,male
YW_WILTY_EP55_lie9,deception,male
YW_WILTY_EP44_lie8,deception,male
YW_WILTY_EP56_lie11,deception,male
SB_WILTY_EP30_lie26,deception,male
AN_WILTY_EP20_lie14,deception,male
SB_WILTY_EP31_lie3,deception,male
SB_WILTY_EP41_lie10,deception,male
AN_WILTY_EP24_lie17,deception,male
LS_WILTY_EP10_lie7,deception,male
AN_WILTY_EP25_lie9,deception,male
SB_WILTY_EP34_lie2,deception,male
YW_WILTY_EP54_lie2,deception,male
LS_WILTY_EP11_lie2,deception,male
YW_WILTY_EP46_lie6,deception,male
AN_WILTY_EP16_lie20,deception,male
AN_WILTY_EP26_lie15,deception,male
YW_WILTY_EP55_lie7,deception,male
SB_WILTY_EP29_lie10,deception,male
LS_WILTY_EP4_lie9,deception,male
LS_WILTY_EP7_lie2,deception,male
LS_WILTY_EP9_lie7,deception,male
YW_WILTY_EP53_lie12,deception,male
YW_WILTY_EP43_lie5,deception,male
SB_WILTY_EP32_lie12,deception,male
SB_WILTY_EP42_lie6,deception,male
LS_WILTY_EP5_lie3,deception,male
YW_WILTY_EP44_lie1,deception,male
SB_WILTY_EP41_lie4,deception,male
AN_WILTY_EP20_lie13,deception,male
LS_WILTY_EP12_lie13,deception,male
AN_WILTY_EP25_lie3,deception,male
LS_WILTY_EP8_lie3,deception,male
LS_WILTY_EP3_lie4,deception,male
LS_WILTY_EP4_lie11,deception,male
SB_WILTY_EP35_lie5,deception,male
YW_WILTY_EP56_lie8,deception,male
LS_WILTY_EP7_truth6,deception,male
YW_WILTY_EP47_lie3,deception,male
AN_WILTY_EP25_lie8,deception,male
AN_WILTY_EP15_lie11,deception,male
YW_WILTY_EP43_lie2,deception,male
AN_WILTY_EP19_lie12,deception,male
LS_WILTY_EP7_lie5,deception,male
AN_WILTY_EP27_lie1,deception,male
LS_WILTY_EP13_lie2,deception,male
YW_WILTY_EP53_lie4,deception,male
LS_WILTY_EP11_lie1,deception,male
AN_WILTY_EP22_lie27,deception,male
LS_WILTY_EP8_lie9,deception,male
SB_WILTY_EP29_lie9,deception,male
YW_WILTY_EP55_lie15,deception,male
LS_WILTY_EP11_lie10,deception,male
AN_WILTY_EP16_lie3,deception,male
YW_WILTY_EP47_lie2,deception,male
SB_WILTY_EP41_lie2,deception,male
SB_WILTY_EP35_lie8,deception,male
YW_WILTY_EP47_lie6,deception,male
